OLD_ADDR,longitude,latitude,SBWY_ROUT_LN,SBWY_STNS_NM,ROAD_NM_ADDR,TELNO
서울특별시 노원구 상계동 602-5 노원역(4호선),127.06232914605272,37.65608735761785,4호선,노원,서울특별시 노원구 상계로 69-1(상계동),02-6110-4111
서울특별시 도봉구 창동 135-1 창동역(4호선),127.0475407528857,37.653668999367824,4호선,창동,서울특별시 도봉구 마들로11길 77(창동),02-6110-4121
서울특별시 도봉구 창동 703-4 쌍문역(4호선),127.03502803420179,37.64897421818273,4호선,쌍문,서울특별시 도봉구 도봉로 지하 486-1(창동),02-6110-4131
서울특별시 강북구 수유동 140 수유역(4호선),127.02722259341354,37.639822439425885,4호선,수유(강북구청),서울특별시 강북구 도봉로 지하338(수유동),02-6110-4141
서울특별시 강북구 미아동 194-1 미아역(4호선),127.02472070228688,37.62994132897778,4호선,미아(서울사이버대학),서울특별시 강북구 도봉로 지하198(미아동),02-6110-4151
서울특별시 강북구 미아동 66-1 미아사거리역(4호선),127.03002733569922,37.61512809460614,4호선,미아사거리 ,서울특별시 강북구 도봉로 지하50(미아동),02-6110-4161
서울특별시 성북구 동선동4가 1 성신여대입구역(4호선),127.01679743961165,37.593102120459776,4호선,성신여대입구(돈암),서울특별시 성북구 동소문로 지하102(동선동4가),02-6110-4181
서울특별시 성북구 삼선동1가 14 한성대입구역(4호선),127.00581011495694,37.58807415462359,4호선,한성대입구(삼선교),서울특별시 성북구 삼선교로 지하1(삼선동1가),02-6110-4191
서울특별시 종로구 명륜4가 96-5 혜화역(4호선),127.00177686245729,37.58219181865668,4호선,혜화,서울특별시 종로구 대학로 지하120(명륜4가),02-6110-4201
서울특별시 종로구 종로6가 287-1 동대문역(4호선),127.00951644803524,37.57057353798165,4호선,동대문,서울특별시 종로구 율곡로 지하308(종로6가),02-6110-4211
서울특별시 중구 광희동2가 9 동대문역사문화공원역(4호선),127.0072567744177,37.56451439822429,4호선,동대문역사문화공원(DDP),서울특별시 중구 장충단로 지하230(광희동2가),02-6110-4221
서울특별시 중구 필동2가 16-2 충무로역(4호선),126.9944755023148,37.56120906404675,4호선,충무로,서울특별시 중구 퇴계로 지하214(필동2가),02-6110-4231
서울특별시 중구 충무로2가 109-2 명동역(4호선),126.98573268089424,37.56085122284385,4호선,명동,서울특별시 중구 퇴계로 지하126(충무로2가),02-6110-4241
서울특별시 중구 남창동 64-1 회현역(4호선),126.97726579723081,37.5590649207668,4호선,회현(남대문시장),서울특별시 중구 퇴계로 지하54(남창동),02-6110-4251
서울특별시 용산구 동자동 14-151 서울역 (4호선),126.97280175236627,37.5531212223581,4호선,서울,서울특별시 용산구 한강대로 지하392(동자동),02-6110-4261
서울특별시 용산구 갈월동 16-7 숙대입구역(4호선),126.97193304702314,37.545584369637226,4호선,숙대입구(갈월),서울특별시 용산구 한강대로 지하306(갈월동),02-6110-4271
서울특별시 용산구 한강로1가 228-1 삼각지역(4호선),126.97306304108558,37.53443527493232,4호선,삼각지,서울특별시 용산구 한강대로 지하180(한강로1가),02-6110-4281
서울특별시 용산구 한강로2가 181 신용산역(4호선),126.96802942474334,37.529237996972206,4호선,신용산,서울특별시 용산구 한강대로 지하112(한강로2가),02-6110-4291
서울특별시 용산구 용산동5가 17-112 이촌역(4호선),126.97529872462472,37.521966316931604,4호선,이촌(국립중앙박물관),서울특별시 용산구 서빙고로 지하83(용산동5가),02-6110-4301
서울특별시 동작구 동작동 327-1 동작역(4호선),126.98003103038873,37.502794446120994,4호선,동작(현충원),서울특별시 동작구 현충로 257(동작동),02-6110-4311
서울특별시 동작구 사당동 736-1 총신대입구(이수)역(4호선),126.98227697302903,37.48816344653054,4호선,총신대입구(이수),서울특별시 동작구 동작대로 지하117(사당동),02-6110-4321
서울특별시 동작구 사당동 588-44 사당역(4호선),126.98163128362717,37.476909774212615,4호선,사당,서울특별시 동작구  동작대로 지하3(사당동),02-6110-4331
서울특별시 서초구 방배동 2909 남태령역(4호선),126.98927987255419,37.464409539066736,4호선,남태령,서울특별시 서초구 과천대로 지하816(방배동),02-6110-4341
서울특별시 강서구 방화동 829-15 방화역(5호선),126.81266272024443,37.57727059528708,5호선,방화,서울특별시 강서구 금낭화로 지하132(방화동),02-6311-5101
서울특별시 강서구 방화동 846 개화산역(5호선),126.80573003779573,37.57233556637786,5호선,개화산,서울특별시 강서구 양천로 22(방화동),02-6311-5111
서울특별시 강서구 방화동 886 김포공항역(5호선),126.80295629724978,37.56680557870223,5호선,김포공항,서울특별시 강서구 하늘길 지하77(방화동),02-6311-5121
서울특별시 강서구 공항동 29-5 송정역(5호선),126.81055344845655,37.56147269586097,5호선,송정,서울특별시 강서구 공항대로 지하33(공항동),02-6311-5131
서울특별시 강서구 마곡동 769-3 마곡역(5호선),126.82481516761638,37.56030052001876,5호선,마곡,서울특별시 강서구 공항대로 지하163(마곡동),02-6311-5141
서울특별시 강서구 마곡동 727-1496 발산역(5호선),126.83696331789548,37.55893833925971,5호선,발산,서울특별시 강서구 공항대로 지하267(마곡동),02-6311-5151
서울특별시 강서구 화곡동 1089-3 우장산역(5호선),126.83641327415941,37.54892715617271,5호선,우장산,서울특별시 강서구 강서로 지하262(화곡동),02-6311-5161
서울특별시 강서구 화곡동 1089-54 화곡역(5호선),126.84084596901616,37.54112157445881,5호선,화곡,서울특별시 강서구 화곡로 지하168(화곡동),02-6311-5171
서울특별시 강서구 화곡동 662-5 까치산역(5호선),126.84622407637504,37.53258360321953,5호선,까치산,서울특별시 강서구 강서로 지하54(화곡동),02-6311-5181
서울특별시 양천구 신정동 1090 신정역(5호선),126.85373101667304,37.52468854839453,5호선,신정(은행정),서울특별시 양천구 오목로 지하179(신정동),02-6311-5191
서울특별시 양천구 목동 926-3 목동역(5호선),126.86589343188112,37.52603246774737,5호선,목동,서울특별시 양천구 오목로 지하245(목동),02-6311-5201
서울특별시 양천구 목동 406-30 오목교역(5호선),126.87488069512946,37.52456500701658,5호선,오목교(목동운동장앞),서울특별시 양천구 오목로 지하342(목동),02-6311-5211
서울특별시 영등포구 양평동2가 33-79 양평역(5호선),126.88609425175002,37.52521667922339,5호선,양평,서울특별시 영등포구 양산로 지하21(양평동2가),02-6311-5221
서울특별시 영등포구 당산동3가 556-1 영등포구청역(5호선),126.89426583030894,37.52440787571844,5호선,영등포구청,서울특별시 영등포구 양산로 지하116(당산동3가),02-6311-5231
서울특별시 영등포구 영등포동5가 62-1 영등포시장역(5호선),126.90528967219188,37.52218322726378,5호선,영등포시장,서울특별시 영등포구 양산로 지하200(영등포동5가),02-6311-5241
서울특별시 영등포구 영등포동1가 35 신길역(5호선),126.91459956659163,37.51772036156411,5호선,신길,서울특별시 영등포구 경인로114가길 지하9(영등포동1가),02-6311-5251
서울특별시 영등포구 여의도동 3 여의도역(5호선),126.9265137386989,37.523094430512316,5호선,여의도,서울특별시 영등포구 여의나루로 지하40(여의도동),02-6311-5261
서울특별시 영등포구 여의도동 84-4 여의나루역(5호선),126.93229703459717,37.52826077166671,5호선,여의나루,서울특별시 영등포구 여의동로 지하343(여의도동),02-6311-5271
서울특별시 마포구 도화동 160 마포역(5호선),126.94485656703787,37.53867766506842,5호선,마포,서울특별시 마포구 마포대로 지하33(도화동),02-6311-5281
서울특별시 마포구 공덕동 423-29 공덕역(5호선),126.95121364689737,37.5445102809178,5호선,공덕,서울특별시 마포구 마포대로 지하100(공덕동),02-6311-5291
서울특별시 마포구 아현동 612 애오개역(5호선),126.95648075904414,37.55397366478634,5호선,애오개,서울특별시 마포구 마포대로 지하210(아현동),02-6311-5301
서울특별시 서대문구 충정로3가 248-1 충정로역(5호선),126.96328984444074,37.56071431037026,5호선,충정로(경기대입구),서울특별시 서대문구 충정로 지하 28-1(충정로3가),02-6311-5311
서울특별시 종로구 평동 210 서대문역(5호선),126.96694531216497,37.56618064500036,5호선,서대문,서울특별시 종로구 통일로 지하126(평동),02-6311-5321
서울특별시 종로구 세종로 1-68 5호선 광화문역(5호선),126.9769157235392,37.57249944447308,5호선,광화문(세종문화회관),서울특별시 종로구 세종대로 지하172(세종로),02-6311-5331
서울특별시 종로구 돈의동 39-1 5호선 종로3가역(5호선),126.99034167215973,37.57255294150529,5호선,종로3가(탑골공원),서울특별시 종로구 돈화문로11길 지하 26(돈의동),02-6311-5341
서울특별시 중구 주교동 191 을지로4가역(5호선),126.99803206617884,37.567433312265095,5호선,을지로4가,서울특별시 중구 창경궁로 지하51(주교동),02-6311-5351
서울특별시 중구 광희동1가 235-6 동대문역사문화공원역(5호선),127.00623511761606,37.564605098120495,5호선,동대문역사문화공원(DDP),서울특별시 중구 마른내로 지하162(광희동1가),02-6311-5361
서울특별시 중구 신당동 295-2 청구역(5호선),127.0138510701361,37.560311135351554,5호선,청구,서울특별시 중구 청구로 지하77(신당동),02-6311-5371
서울특별시 성동구 금호동2가 223-1 신금호역(5호선),127.01993837175019,37.554948698863384,5호선,신금호,서울특별시 성동구 금호로 지하154(금호동2가),02-6311-5381
서울특별시 성동구 행당동 192 왕십리역(5호선),127.03714332055517,37.562613763158836,5호선,왕십리(성동구청),서울특별시 성동구 왕십리로 지하300(행당동),02-6311-5401
서울특별시 성동구 마장동 804 마장역(5호선),127.04451808369473,37.567204799896416,5호선,마장,서울특별시 성동구 마장로 지하296(마장동),02-6311-5411
서울특별시 성동구 용답동 99 답십리역(5호선),127.05229031968503,37.56689918916539,5호선,답십리,서울특별시 성동구 천호대로 지하300(용답동),02-6311-5421
서울특별시 동대문구 장안동 472-3 장한평역(5호선),127.05829705576473,37.56283096720627,5호선,장한평,서울특별시 동대문구 천호대로 지하405(장안동),02-6311-5431
서울특별시 광진구 능동 275-5 군자(능동)역(5호선),127.08080757490575,37.556623132660306,5호선,군자(능동),서울특별시 광진구 천호대로 지하550(능동),02-6311-5441
서울특별시 광진구 능동 256-16 5호선 아차산역(5호선),127.08716759429262,37.55404467878992,5호선,아차산(어린이대공원후문),서울특별시 광진구 천호대로 지하657(능동),02-6311-5451
서울특별시 광진구 광장동 237 광나루역(5호선),127.10350483065346,37.54521596350433,5호선,광나루(장신대),서울특별시 광진구 아차산로 지하571(광장동),02-6311-5461
서울특별시 강동구 천호동 455 천호역(5호선),127.12510964987322,37.53850964433742,5호선,천호(풍납토성),서울특별시 강동구 천호대로 지하997(천호동),02-6311-5471
서울특별시 강동구 천호동 447 강동역(5호선),127.1341493959259,37.535801612759855,5호선,강동,서울특별시 강동구 천호대로 지하1097(천호동),02-6311-5481
서울특별시 강동구 길동 378 길동역(5호선),127.13970874653009,37.538610651228666,5호선,길동,서울특별시 강동구 양재대로 지하1480(길동),02-6311-5491
서울특별시 강동구 명일동 345-12 굽은다리역(5호선),127.14317766077738,37.54606880616424,5호선,굽은다리(강동구민회관앞),서울특별시 강동구 양재대로 지하1572(명일동),02-6311-5501
서울특별시 강동구 명일동 312 명일역(5호선),127.1428914705283,37.55357089027942,5호선,명일,서울특별시 강동구 양재대로 지하1632(명일동),02-6311-5511
서울특별시 강동구 고덕동 310 고덕역(5호선),127.15395765431595,37.555479341651704,5호선,고덕,서울특별시 강동구 고덕로 지하253(고덕동),02-6311-5521
서울특별시 강동구 상일동 148 상일동역(5호선),127.15695552602782,37.554441753815745,5호선,상일동,서울특별시 강동구 고덕로 지하359(상일동),02-6311-5531
서울특별시 송파구 방이동 89-28 올림픽공원역(5호선),127.13097514766757,37.51626838285428,5호선,올림픽공원(한국체대),서울특별시 송파구 양재대로 지하1233(방이동),02-6311-5551
서울특별시 송파구 방이동 217-2 방이역(5호선),127.12504572928987,37.50728250100633,5호선,방이,서울특별시 송파구 양재대로 지하1127(방이동),02-6311-5561
서울특별시 송파구 오금동 44-2 오금역(5호선),127.1263953175756,37.503258874591374,5호선,오금,서울특별시 송파구 오금로 지하321(오금동),02-6110-3521
서울특별시 송파구 가락동 165-2 개롱역(5호선),127.13306592811344,37.49893283410732,5호선,개롱,서울특별시 송파구 오금로 지하402(가락동),02-6311-5581
서울특별시 송파구 거여동 20-14 거여역(5호선),127.14194980431802,37.49428691489842,5호선,거여,서울특별시 송파구 오금로 지하499(거여동),02-6311-5591
서울특별시 송파구 마천동 307-4 마천역(5호선),127.15184620409948,37.49435059226771,5호선,마천,서울특별시 송파구 마천로57길 지하7(마천동),02-6311-5601
서울특별시 강동구 상일동 산73 강일역(5호선),127.17615876042287,37.55609507668983,5호선,강일,서울특별시 강동구 고덕로 지하456(강일동),02-6311-5611
경기도 하남시 망월동 1122 미사역(5호선),127.1916457838173,37.56600220390679,5호선,미사,경기도 하남시 미사강변동로 지하90(망월동),02-6311-5621
경기도 하남시 덕풍동 727-3 하남풍산역(5호선),127.20478693401063,37.55328686420194,5호선,하남풍산,경기도 하남시 덕풍서로 지하50(덕풍동),02-6311-5631
경기도 하남시 덕풍동 405-1 하남시청(덕풍신장)역(5호선),127.20621580402101,37.54185203575889,5호선,하남시청(덕풍?신장),경기도 하남시 하남대로 지하820(덕풍동),02-6311-5641
경기도 하남시 창우동 526 하남검단산역(5호선),127.22442692107758,37.53954961408722,5호선,하남검단산,경기도 하남시 대청로 지하100(창우동),02-6311-5651
서울특별시 은평구 신사동 22-15 응암역(6호선),126.91544342045918,37.598077146177516,6호선,응암,서울특별시 은평구 증산로 지하477(신사동),02-6311-6101
서울특별시 은평구 녹번동 153-31 역촌역(6호선),126.9236973783095,37.605399705314106,6호선,역촌,서울특별시 은평구 서오릉로 지하63(녹번동),02-6311-6111
서울특별시 은평구 대조동 13-10 불광역(6호선),126.92986668889455,37.61039440840224,6호선,불광,서울특별시 은평구 통일로 지하723-1(대조동),02-6311-6121
서울특별시 은평구 불광동 13-33 독바위역(6호선),126.93284542712475,37.61840911212457,6호선,독바위,서울특별시 은평구 불광로 지하129-1(불광동),02-6311-6131
서울특별시 은평구 갈현동 397 연신내역(6호선),126.92088141647224,37.61900148871485,6호선,연신내,서울특별시 은평구 통일로 지하849(갈현동),02-6110-3211
서울특별시 은평구 구산동 1 구산역(6호선),126.9168148963698,37.611208567651595,6호선,구산,서울특별시 은평구 연서로 지하137-1(구산동),02-6311-6151
서울특별시 은평구 신사동 337-5 새절역(6호선),126.91328471274502,37.59115791034631,6호선,새절(신사),서울특별시 은평구 증산로 지하400(신사동),02-6311-6161
서울특별시 은평구 증산동 199-8 증산역(6호선),126.90949699392108,37.58375501734778,6호선,증산(명지대앞),서울특별시 은평구 증산로 지하306(증산동),02-6311-6171
서울특별시 은평구 증산동 223-25 디지털미디어시티역(6호선),126.90215560381245,37.57744563083267,6호선,디지털미디어시티,서울특별시 은평구 수색로 지하175(증산동),02-6311-6181
서울특별시 마포구 성산동 420 월드컵경기장역(6호선),126.89886211602895,37.570016162878375,6호선,월드컵경기장(성산),서울특별시 마포구 월드컵로 지하240(성산동),02-6311-6191
서울특별시 마포구 성산동 592 마포구청역(6호선),126.90289245021866,37.56444807806605,6호선,마포구청,서울특별시 마포구 월드컵로 지하190(성산동),02-6311-6201
서울특별시 마포구 망원동 378 망원역(6호선),126.90975796113594,37.555584221905825,6호선,망원,서울특별시 마포구 월드컵로 지하77(망원동),02-6311-6211
서울특별시 마포구 합정동 414 합정역(6호선),126.91452657530604,37.54948920372114,6호선,합정,서울특별시 마포구 양화로 지하45(합정동),02-6311-6221
서울특별시 마포구 상수동 309-10 상수역(6호선),126.92251015693307,37.548107185230805,6호선,상수,서울특별시 마포구 독막로 지하85(상수동),02-6311-6231
서울특별시 마포구 창전동 145-17 광흥창역(6호선),126.93250669279146,37.54747744227951,6호선,광흥창(서강),서울특별시 마포구 독막로 지하165(창전동),02-6311-6241
서울특별시 마포구 대흥동 128-1 대흥역(6호선),126.94238269853761,37.547734414637404,6호선,대흥(서강대앞),서울특별시 마포구 대흥로 지하85(대흥동),02-6311-6251
서울특별시 용산구 효창동 80 효창공원앞역(6호선),126.96097804682839,37.53961926026922,6호선,효창공원앞,서울특별시 용산구 백범로 지하287(효창동),02-6311-6271
서울특별시 용산구 한강로1가 228-1 삼각지역(6호선),126.97306304108558,37.53443527493232,6호선,삼각지,서울특별시 용산구 한강대로 지하185(한강로1가),02-6311-6281
서울특별시 용산구 용산동4가 4 녹사평역(6호선),126.9855141161479,37.53449606363205,6호선,녹사평(용산구청),서울특별시 용산구 녹사평대로 지하195(용산동4가),02-6311-6291
서울특별시 용산구 이태원동 119-23 이태원역(6호선),126.99472873491897,37.53455112020224,6호선,이태원,서울특별시 용산구 이태원로 지하177(이태원동),02-6311-6301
서울특별시 용산구 한남동 726-494 한강진역(6호선),127.0018631787887,37.5408402610025,6호선,한강진,서울특별시 용산구 이태원로 지하287(한남동),02-6311-6311
서울특별시 중구 신당동 366-454 버티고개역(6호선),127.00703822719713,37.54813854385839,6호선,버티고개,서울특별시 중구 다산로 지하38(신당동),02-6311-6321
서울특별시 중구 신당동 369-2 약수역(6호선),127.01059913754078,37.555062942722735,6호선,약수,서울특별시 중구 다산로 지하115(신당동),02-6311-6331
서울특별시 중구 신당동 295-2 청구역(6호선),127.0138510701361,37.560311135351554,6호선,청구,서울특별시 중구 청구로 지하77(신당동),02-6311-5371
서울특별시 중구 흥인동 162-1 신당역(6호선),127.01605670518353,37.56754888535274,6호선,신당,서울특별시 중구 다산로 지하260(흥인동),02-6311-6351
서울특별시 종로구 숭인동 316-3 동묘앞역(6호선),127.01581071545965,37.57164022999209,6호선,동묘앞,서울특별시 종로구 지봉로 지하24(숭인동),02-6311-6361
서울특별시 종로구 창신동 20-8 창신역(6호선),127.01521522728981,37.579513978620895,6호선,창신,서울특별시 종로구 지봉로 지하112(창신동),02-6311-6371
서울특별시 성북구 보문동1가 127-1 보문역(6호선),127.01970466941673,37.58588770227294,6호선,보문,서울특별시 성북구 보문로 지하116(보문동1가),02-6311-6381
서울특별시 성북구 안암동5가 146-1 안암역(6호선),127.02936920194827,37.58607760498416,6호선,안암(고대병원앞),서울특별시 성북구 고려대로 지하89(안암동5가),02-6311-6391
서울특별시 성북구 종암동 29-18 고려대역(6호선),127.03621268279933,37.59035802985386,6호선,고려대(종암),서울특별시 성북구 종암로 지하1(종암동),02-6311-6401
서울특별시 성북구 하월곡동 35-1 월곡역(6호선),127.04142565021698,37.60181950985293,6호선,월곡(동덕여대),서울특별시 성북구 월곡로 지하107(하월곡동),02-6311-6411
서울특별시 성북구 상월곡동 26-1 상월곡역(6호선),127.04971771349707,37.60702502221486,6호선,상월곡(한국과학기술연구원),서울특별시 성북구 화랑로 지하157(상월곡동),02-6311-6421
서울특별시 성북구 석관동 349-8 돌곶이역(6호선),127.05728370525242,37.61057441862437,6호선,돌곶이,서울특별시 성북구 화랑로 지하243(석관동),02-6311-6431
서울특별시 노원구 월계동 25-2 석계역(6호선),127.06684422771515,37.61527896743669,6호선,석계,서울특별시 노원구 화랑로 지하 347-1(월계동) ,02-6311-6441
서울특별시 노원구 공릉동 616-4 태릉입구역(6호선),127.07510527564455,37.619236142711216,6호선,태릉입구,서울특별시 노원구 동일로 지하 992-1(공릉동),02-6311-7171
서울특별시 노원구 공릉동 285-2 화랑대역(6호선),127.08323556026292,37.6198836949266,6호선,화랑대(서울여대입구),서울특별시 노원구 화랑로 지하510(공릉동),02-6311-6461
서울특별시 중랑구 신내동 643-1 봉화산역(6호선),127.09339472745626,37.61643829499087,6호선,봉화산(서울의료원),서울특별시 중랑구 신내로 지하232(신내동),02-6311-6471
서울특별시 중랑구 신내동 19 신내역(6호선),127.11143321055822,37.61163375239249,6호선,신내,서울특별시 중랑구 용마산로136길 33 신내차량기지,02-6311-6481
경기도 의정부시 장암동 160-8 장암역(7호선),127.05297206682162,37.70030233497987,7호선,장암,경기도 의정부시 동일로 121(장암동),02-6311-7091
서울특별시 도봉구 도봉동 38-3 도봉산역(7호선),127.04668805912539,37.68904770342071,7호선,도봉산,서울특별시 도봉구 도봉로 964-40(도봉동),02-6311-7101
서울특별시 노원구 상계동 1132-9 수락산역(7호선),127.055328881841,37.677380104977615,7호선,수락산,서울특별시 노원구 동일로 지하1662(상계동),02-6311-7111
서울특별시 노원구 상계동 650 마들역(7호선),127.05695822124937,37.6678431107556,7호선,마들,서울특별시 노원구 동일로 지하1530-1(상계동),02-6311-7121
서울특별시 노원구 상계동 729 노원역(7호선),127.06075439392109,37.653657683751604,7호선,노원,서울특별시 노원구 동일로 지하1409(상계동),02-6311-7131
서울특별시 노원구 중계동 503-3 중계역(7호선),127.06548436352296,37.64204264649835,7호선,중계,서울특별시 노원구 동일로 지하1308-1(중계동),02-6311-7141
서울특별시 노원구 하계동 273-5 하계역(7호선),127.0685037773294,37.63524429300291,7호선,하계,서울특별시 노원구 동일로 지하1196(하계동),02-6311-7151
서울특별시 노원구 공릉동 385-4 공릉역(7호선),127.07284908695429,37.625915880624966,7호선,공릉(서울과학기술대),서울특별시 노원구 동일로 지하1074(공릉동),02-6311-7161
서울특별시 노원구 공릉동 616-4 태릉입구역(7호선),127.07510527564455,37.619236142711216,7호선,태릉입구,서울특별시 노원구 동일로 지하 992-1(공릉동),02-6311-7171
서울특별시 중랑구 묵동 189-5 먹골역(7호선),127.0776995672094,37.61083302271943,7호선,먹골,서울특별시 중랑구 동일로 지하901(묵동),02-6311-7181
서울특별시 중랑구 중화동 50-3 중화역(7호선),127.07942017725179,37.60180160733883,7호선,중화,서울특별시 중랑구 동일로 지하797(중화동),02-6311-7191
서울특별시 중랑구 상봉동 100-9 상봉역(7호선),127.08603282532421,37.59676898085492,7호선,상봉,서울특별시 중랑구 망우로 297(상봉동),02-6311-7201
서울특별시 중랑구 면목동 282-6 면목역(7호선),127.08734980660896,37.589258522158836,7호선,면목,서울특별시 중랑구 면목로 지하407(면목동) ,02-6311-7211
서울특별시 중랑구 면목동 495 사가정역(7호선),127.08855927880265,37.58250390786057,7호선,사가정,서울특별시 중랑구 사가정로 지하393(면목동),02-6311-7221
서울특별시 중랑구 면목동 1316-5 용마산역(7호선),127.08705399586933,37.57402237086739,7호선,용마산(용마폭포공원),서울특별시 중랑구 용마산로 지하227(면목동),02-6311-7231
서울특별시 광진구 능동 275-5 군자(능동)역(7호선),127.08080757490575,37.556623132660306,7호선,군자(능동),서울특별시 광진구 천호대로 지하550(능동),02-6311-5441
서울특별시 광진구 화양동 164-1 어린이대공원역(7호선),127.07397268892478,37.54715470053081,7호선,어린이대공원(세종대),서울특별시 광진구 능동로 지하210(화양동),02-6311-7261
